<MP-CMI-NE>dis int des
PHY: Physical
*down: administratively down
^down: standby
(l): loopback
(s): spoofing
(E): E-Trunk down
(b): BFD down
(B): Bit-error-detection down
(e): ETHOAM down
(d): Dampening Suppressed
(p): port alarm down
(ld): loop-detect trigger down
Interface                     PHY     Protocol Description                     
VE4/0/1.224                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500242
VE4/0/1.225                   up      up       EXTERNAL-FULLMESH-SPOKE-600335-IPV1630077
VE4/0/1.226                   up      up       EXTERNAL-FULLMESH-SPOKE-600566-IPVB2230005
VE4/0/1.227                   up      up       EXTERNAL-FULLMESH-SPOKE-600568-IAD2250004
VE4/0/1.229                   up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPVB0500073
VE4/0/1.232                   up      up       EXTERNAL-FULLMESH-SPOKE-610061-IPV1151365
VE4/0/1.233                   up      up       EXTERNAL-FULLMESH-SPOKE-610061-IAD1151365
VE4/0/1.234                   up      up       EXTERNAL-FULLMESH-SPOKE-610061-IPV1151372
VE4/0/1.235                   up      up       EXTERNAL-FULLMESH-SPOKE-610061-IAD1151372
VE4/0/1.239                   up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPV0500534
VE4/0/1.241                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500216
VE4/0/1.242                   up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500014
VE4/0/1.243                   up      up       EXTERNAL-FULLMESH-SPOKE-600584-IPV0500462
VE4/0/1.244                   up      up       EXTERNAL-FULLMESH-SPOKE-600584-IPV0500464
VE4/0/1.245                   up      up       EXTERNAL-FULLMESH-SPOKE-610061-IPV1150944
VE4/0/1.246                   up      up       EXTERNAL-FULLMESH-SPOKE-610061-IAD1150944
VE4/0/1.247                   up      up       EXTERNAL-FULLMESH-SPOKE-600556-IPV2140131
VE4/0/1.248                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLI500046
VE4/0/1.249                   up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500017
VE4/0/1.250                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500123
VE4/0/1.251                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500496
VE4/0/1.253                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500251
VE4/0/1.254                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500252
VE4/0/1.255                   up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500253
VE4/0/1.256                   up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVBI500253
VE4/0/1.257                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLI500253
VE4/0/1.258                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLBI500253
VE4/0/1.259                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500256
VE4/0/1.260                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500256
VE4/0/1.261                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500255
VE4/0/1.262                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLI500254
VE4/0/1.263                   up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPVC0500073
VE4/0/1.264                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLC0500009
VE4/0/1.265                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-ILLB0500009
VE4/0/1.267                   up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500254
VE4/0/1.268                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500257
VE4/0/1.269                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500257
VE4/0/1.270                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500115
VE4/0/1.271                   up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500013
VE4/0/1.272                   up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500012
VE4/0/1.273                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500467
VE4/0/1.274                   up      up       EXTERNAL-HUBSPOKE-SPOKE-600575-IPV0500467
VE4/0/1.275                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500251
VE4/0/1.276                   up      up       EXTERNAL-FULLMESH-SPOKE-600237-IPV2510003
VE4/0/1.278                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500485
VE4/0/1.279                   up      up       EXTERNAL-HUBSPOKE-SPOKE-600575-IPV0500468
VE4/0/1.280                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500495
VE4/0/1.281                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500495
VE4/0/1.282                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLC0500495
VE4/0/1.283                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLI500277
VE4/0/1.284                   up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPV0500077
VE4/0/1.285                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL0500529
VE4/0/1.286                   up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750002
VE4/0/1.287                   up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPVB2750002
VE4/0/1.288                   up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750004
VE4/0/1.289                   up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPVB2750004
VE4/0/1.290                   up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750005
VE4/0/1.292                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2750002
VE4/0/1.293                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2750002
VE4/0/1.294                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2750004
VE4/0/1.295                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2750004
VE4/0/1.296                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2750005
VE4/0/1.297                   up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350000
VE4/0/1.298                   up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPVB2350000
VE4/0/1.299                   up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350001
VE4/0/1.300                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2350000
VE4/0/1.301                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2350000
VE4/0/1.302                   up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INL2350001
VE4/0/1.2952                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2953                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2954                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2955                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2956                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2957                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2958                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2959                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2960                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2961                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2962                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2963                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2964                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2965                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2966                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2967                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2968                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2969                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2970                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2971                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2972                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2973                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2974                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2975                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2976                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2977                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2978                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2979                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2980                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2981                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2982                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2983                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2984                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2985                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2986                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2987                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2988                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2989                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2990                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2991                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2992                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2993                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2994                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2995                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.2996                  up      up       INTERNAL-HUBSPOKE-SPOKE-1002-VOD-IPTV
VE4/0/1.2997                  up      up       INTERNAL-HUBSPOKE-SPOKE-1014-IAD
VE4/0/1.2998                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-SINALING
VE4/0/1.2999                  up      up       INTERNAL-FULLMESH-SPOKE-1072-MSAN-MEDIA
VE4/0/1.3000                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500250
VE4/0/1.3001                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500092
VE4/0/1.3002                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500251
VE4/0/1.3003                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500252
VE4/0/1.3004                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350097
VE4/0/1.3005                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350102
VE4/0/1.3006                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350004
VE4/0/1.3008                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350103
VE4/0/1.3009                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350011
VE4/0/1.3010                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350088
VE4/0/1.3011                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350089
VE4/0/1.3012                  up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800060
VE4/0/1.3013                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500231
VE4/0/1.3014                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500046
VE4/0/1.3015                  up      up       EXTERNAL-FULLMESH-SPOKE-600362-IPVB0500421
VE4/0/1.3016                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500258
VE4/0/1.3017                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500027
VE4/0/1.3018                  up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340017
VE4/0/1.3019                  up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340005
VE4/0/1.3020                  up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800081
VE4/0/1.3021                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350056
VE4/0/1.3022                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350024
VE4/0/1.3023                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350027
VE4/0/1.3024                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350028
VE4/0/1.3025                  up      up       EXTERNAL-FULLMESH-SPOKE-600237-IPV2510004
VE4/0/1.3026                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500068
VE4/0/1.3027                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500197
VE4/0/1.3028                  up      up       EXTERNAL-FULLMESH-SPOKE-600612-IAD2340016
VE4/0/1.3029                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350034
VE4/0/1.3030                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350055
VE4/0/1.3031                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350058
VE4/0/1.3032                  up      up       EXTERNAL-FULLMESH-SPOKE-600395-IPV2610009
VE4/0/1.3033                  up      up       EXTERNAL-FULLMESH-SPOKE-600395-IPVB2610009
VE4/0/1.3036                  up      up       EXTERNAL-FULLMESH-SPOKE-600237-IPV2510005
VE4/0/1.3037                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350041
VE4/0/1.3038                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350037
VE4/0/1.3039                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350023
VE4/0/1.3040                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350036
VE4/0/1.3041                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350062
VE4/0/1.3042                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350063
VE4/0/1.3043                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350065
VE4/0/1.3044                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350069
VE4/0/1.3045                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350071
VE4/0/1.3046                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350003
VE4/0/1.3047                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350010
VE4/0/1.3048                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350012
VE4/0/1.3049                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350014
VE4/0/1.3050                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350018
VE4/0/1.3051                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350072
VE4/0/1.3052                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350087
VE4/0/1.3053                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350099
VE4/0/1.3054                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350092
VE4/0/1.3055                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350090
VE4/0/1.3056                  up      up       EXTERNAL-FULLMESH-SPOKE-600175-IPV2350091
VE4/0/1.3057                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500484
VE4/0/1.3058                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB0500557
VE4/0/1.3059                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPVB2750005
VE4/0/1.3060                  up      up       EXTERNAL-FULLMESH-SPOKE-3BB-LL-INLB2750005
VE4/0/1.3061                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750021
VE4/0/1.3062                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750012
VE4/0/1.3063                  up      up       EXTERNAL-FULLMESH-SPOKE-600367-IPV1800099
VE4/0/1.3064                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750013
VE4/0/1.3065                  up      up       EXTERNAL-FULLMESH-SPOKE-600649-IPV2750014
VE4/0/1.3501                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500069
VE4/0/1.3502                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500012
VE4/0/1.3506                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500045
VE4/0/1.3507                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500067
VE4/0/1.3508                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500022
VE4/0/1.3510                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500026
VE4/0/1.3512                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500015
VE4/0/1.3517                  up      up       EXTERNAL-FULLMESH-SPOKE-600042-IPV0500077
VE4/0/1.3535                  up      up       EXTERNAL-FULLMESH-SPOKE-610019-IPV0500172
VE4/0/1.3536                  up      up       EXTERNAL-FULLMESH-SPOKE-610019-IPV0500210
VE4/0/1.3540                  up      up       EXTERNAL-FULLMESH-SPOKE-600237-IPV0500319
VE4/0/1.3556                  up      up       EXTERNAL-FULLMESH-SPOKE-610027-IPV1160063
VE4/0/1.3558                  up      up       EXTERNAL-FULLMESH-SPOKE-600263-IPV1250075
VE4/0/1.3560                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260064
VE4/0/1.3562                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260095
VE4/0/1.3564                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260115
VE4/0/1.3565                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260127
VE4/0/1.3566                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260129
VE4/0/1.3567                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260130
VE4/0/1.3568                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260131
VE4/0/1.3569                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260136
VE4/0/1.3570                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260137
VE4/0/1.3571                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260163
VE4/0/1.3572                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260164
VE4/0/1.3573                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260166
VE4/0/1.3574                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260157
VE4/0/1.3577                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500096
VE4/0/1.3578                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260195
VE4/0/1.3579                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260199
VE4/0/1.3580                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500095
VE4/0/1.3582                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500109
VE4/0/1.3585                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500093
VE4/0/1.3596                  up      up       INTERNAL-FULLMESH-SPOKE-2020-IPVI500106
VE4/0/1.3601                  up      down                                     
VE4/0/1.3605                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260393
VE4/0/1.3606                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260394
VE4/0/1.3613                  up      up       EXTERNAL-FULLMESH-SPOKE-600300-IPV1430059
VE4/0/1.3614                  up      up       EXTERNAL-FULLMESH-SPOKE-600300-IPV1430071
VE4/0/1.3615                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260425
VE4/0/1.3616                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600236-IPV1260436
VE4/0/1.3617                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490308
VE4/0/1.3622                  up      up       EXTERNAL-HUBSPOKE-SPOKE-600309-IPV1490299
